movieId,embedding
5804.0,"[-0.05166345089673996, -0.15767285227775574, -0.0538426972925663, 0.09775512665510178, 0.2448653280735016, 0.05949300527572632, 0.12516659498214722, -0.11137086898088455, -0.10132195055484772, 0.29530003666877747, 0.4337548017501831, -0.08675920218229294, 0.17753411829471588, 0.07172589749097824, 0.09168856590986252, 0.23995721340179443, -0.16852827370166779, 0.0945155993103981, -0.18968868255615234, 0.1608179211616516, -0.11671703308820724, 0.03257809579372406, -0.292884886264801, -0.029107531532645226, 0.2882500886917114, -0.1927899420261383, -0.04203888773918152, -0.13645151257514954, 0.04753999784588814, -0.2451266497373581, 0.1630779504776001, -0.20635543763637543]"
5816.0,"[-0.22499988973140717, -0.04033534973859787, 0.09508177638053894, -0.037654221057891846, -0.12105470150709152, 0.24433869123458862, 0.14890973269939423, -0.11607842892408371, -0.15579131245613098, -0.048687659204006195, 0.38305550813674927, -0.005111211445182562, -0.1721981018781662, 0.10284031927585602, -0.07332246005535126, -0.17266668379306793, -0.16428880393505096, 0.1447746753692627, -0.010400326922535896, 0.26036253571510315, -0.10938107967376709, 0.1408914029598236, 0.07811718434095383, -0.0294041708111763, 0.49969834089279175, 0.1635257452726364, 0.2302086055278778, -0.19892026484012604, 0.00029812727007083595, 0.0749276801943779, 0.08041348308324814, -0.20677204430103302]"
5817.0,"[-0.010870823636651039, 0.03511953353881836, 0.10463490337133408, -0.0682503804564476, -0.055877041071653366, 0.12573795020580292, 0.0843251571059227, -0.007323316298425198, -0.09804575890302658, -0.23852305114269257, 0.3269173204898834, -0.02777816355228424, -0.0006327838054858148, 0.22422736883163452, -0.12255769968032837, -0.3407532274723053, -0.17431329190731049, 0.05292203649878502, 0.06426044553518295, 0.01163666881620884, -0.09974963963031769, -0.054966576397418976, 0.1349366307258606, 0.03575902804732323, 0.5447434782981873, 0.20285071432590485, 0.2968513071537018, -0.30342787504196167, 0.005971245933324099, -0.08549577742815018, 0.0029027853161096573, -0.07769077271223068]"
5820.0,"[0.012615454383194447, 0.10631196200847626, 0.04584651067852974, -0.1073276549577713, 0.17072616517543793, 0.05863933637738228, -0.012453971430659294, -0.05581609159708023, -0.00855915155261755, -0.04471177980303764, 0.3143787384033203, -0.1873457133769989, 0.3549542725086212, 0.37181827425956726, -0.06082068383693695, -0.32025212049484253, 0.08089745044708252, 0.025754129514098167, -0.08883991092443466, 0.039327673614025116, -0.13067080080509186, 0.03545711189508438, -0.009343685582280159, -0.0005102250725030899, 0.2906761169433594, 0.13395963609218597, -0.013185344636440277, -0.36412400007247925, 0.11579754203557968, -0.3831307291984558, -0.027013782411813736, -0.03690345212817192]"
5822.0,"[0.07463962584733963, 0.3976815938949585, -0.0968056321144104, -0.018785730004310608, 0.2068210244178772, -0.13714410364627838, -0.19606554508209229, -0.09016307443380356, -0.09888388961553574, -0.07800493389368057, 0.3421286940574646, 0.0011744120856747031, 0.05103626474738121, -0.054204102605581284, 0.17833414673805237, -0.07145775109529495, 0.41284599900245667, 0.3810369372367859, -0.11994680762290955, 0.05812866985797882, 0.11318013817071915, 0.1370285004377365, 0.14945024251937866, 0.08233337104320526, 0.30376553535461426, 0.005866404622793198, -0.14711721241474152, -0.04733996465802193, 0.002137597417458892, -0.16024024784564972, 0.06407763808965683, 0.05434611439704895]"
5825.0,"[-0.16516950726509094, 0.015549239702522755, 0.11368406563997269, -0.08639182150363922, -0.07809247821569443, 0.2147725224494934, 0.09415482729673386, -0.09853043407201767, -0.12471440434455872, -0.1384991556406021, 0.34199562668800354, -0.014584612101316452, -0.06038400158286095, 0.19766220450401306, -0.13231337070465088, -0.3086467981338501, -0.1543513387441635, 0.10703365504741669, 0.028185633942484856, 0.19200237095355988, -0.1608753651380539, 0.12234707921743393, 0.13820548355579376, -0.018228154629468918, 0.48080557584762573, 0.21358810365200043, 0.23357084393501282, -0.27379706501960754, 0.01951202005147934, -0.01798507757484913, 0.05674159899353981, -0.17445461452007294]"
5833.0,"[-0.24291358888149261, 0.22730515897274017, -0.03168386593461037, 0.18040695786476135, 0.03716696426272392, -0.07617095857858658, 0.05249945446848869, 0.1639283001422882, -0.045679669827222824, -0.0370471365749836, 0.2507878243923187, 0.025924285873770714, 0.2237432897090912, 0.13127350807189941, 0.24726416170597076, -0.012465192005038261, -0.19141137599945068, -0.033787667751312256, 0.00898781418800354, -0.12218360602855682, 0.27655836939811707, -0.04079887643456459, 0.06965261697769165, -0.0394277386367321, 0.5182874202728271, 0.091544009745121, 0.14462167024612427, -0.3028849959373474, 0.039097826927900314, -0.05838353931903839, 0.10249143093824387, 0.2844378352165222]"
5839.0,"[0.0506177693605423, 0.1309056431055069, 0.17088262736797333, 0.10075090825557709, -0.005260152742266655, -0.07385797798633575, -0.06677280366420746, -0.011088045313954353, -0.11125251650810242, -0.20962786674499512, 0.4350452423095703, -0.1287749707698822, 0.0675634816288948, 0.28225216269493103, -0.06006678566336632, -0.4232870042324066, 0.05972522497177124, 0.09928057342767715, 0.004326314199715853, -0.04668986797332764, -0.04398408532142639, -0.026104504242539406, 0.015937160700559616, 0.05424319580197334, 0.5202799439430237, 0.06601165980100632, 0.20090705156326294, -0.20431654155254364, 0.031637389212846756, -0.045637063682079315, -0.058845676481723785, 0.12871412932872772]"
5842.0,"[-0.12869223952293396, 0.14318327605724335, 0.15438993275165558, -0.05449507012963295, 0.2926926016807556, -0.2394450455904007, 0.01761113852262497, 0.03860967606306076, -0.18116681277751923, 0.04511824995279312, 0.3459171950817108, -0.2574228346347809, 0.16057062149047852, 0.040902044624090195, 0.057888925075531006, -0.06879090517759323, 0.20695650577545166, 0.11776375025510788, -0.27725356817245483, 0.0943266972899437, 0.2154979109764099, 0.391226202249527, 0.02526768669486046, -0.20706108212471008, 0.20921899378299713, 0.170199453830719, -0.03835630789399147, -0.019394369795918465, 0.23222076892852783, 0.036556392908096313, 0.11804810911417007, 0.07578433305025101]"
5844.0,"[-0.11375066637992859, 0.1903144121170044, 0.13802948594093323, 0.030027562752366066, 0.13594049215316772, -0.09924042969942093, -0.00996591616421938, 0.11587267369031906, -0.16514679789543152, -0.12979760766029358, 0.369528591632843, -0.09157915413379669, 0.1967570185661316, 0.3900371789932251, -0.12781061232089996, -0.45036742091178894, 0.0710083395242691, 0.05814233049750328, -0.10187512636184692, -0.036546722054481506, -0.005670847836881876, 0.14282667636871338, -0.047976769506931305, -0.006891968194395304, 0.35415107011795044, 0.18705534934997559, 0.07075128704309464, -0.23881113529205322, 0.08532674610614777, -0.11101281642913818, 0.04148973897099495, 0.05720553919672966]"
5845.0,"[-0.15781043469905853, -0.1195605918765068, -0.03204874321818352, 0.015908749774098396, 0.29217302799224854, -0.17877154052257538, 0.11239446699619293, 0.048178233206272125, -0.12791015207767487, 0.30793070793151855, 0.1734645515680313, -0.019286826252937317, 0.024056239053606987, -0.2998620867729187, 0.0803661048412323, 0.40068453550338745, 0.11471829563379288, 0.14950565993785858, -0.2793480157852173, 0.09147342294454575, 0.21956907212734222, 0.266425222158432, -0.1533811390399933, -0.14916038513183594, 0.06578949093818665, 0.0057607609778642654, -0.18064825236797333, 0.27532875537872314, -0.034015025943517685, 0.108010433614254, 0.12147025018930435, -0.028877830132842064]"
5846.0,"[-0.031136615201830864, 0.05625951290130615, 0.11105705797672272, -0.17097122967243195, 0.2134486436843872, -0.06757969409227371, 0.03896462917327881, 0.01006470900028944, -0.3543650507926941, 0.08096439391374588, 0.3788667917251587, -0.33761951327323914, 0.17173738777637482, 0.16913273930549622, 0.0399378277361393, -0.18476875126361847, 0.11892300844192505, 0.0901334136724472, -0.2905280292034149, -0.0004249301564414054, 0.02657737210392952, 0.1866316795349121, -0.0004327092319726944, -0.17674346268177032, 0.3147670328617096, 0.3055064380168915, 0.03622680529952049, -0.1566564440727234, 0.10121465474367142, -0.044810861349105835, -0.06080952286720276, 0.10675477981567383]"
5850.0,"[0.031011421233415604, 0.18141338229179382, 0.15908777713775635, 0.08962659537792206, -0.018514174968004227, -0.02710469253361225, -0.083953857421875, -0.009601122699677944, -0.08068349212408066, -0.21383340656757355, 0.38107675313949585, -0.07582758367061615, 0.06424207985401154, 0.33369848132133484, -0.11199917644262314, -0.4921796917915344, 0.10173685848712921, 0.09934251010417938, -0.03760308772325516, -0.03555382043123245, -0.05486901476979256, -0.03148530051112175, -0.01246282272040844, 0.08764813095331192, 0.4617632329463959, 0.10373850911855698, 0.15728972852230072, -0.22030192613601685, 0.014228248037397861, -0.08947782963514328, -0.07548744976520538, 0.07206669449806213]"
5851.0,"[-0.25955745577812195, -0.16704072058200836, -0.11193089187145233, -0.07592621445655823, 0.22139526903629303, 0.12680792808532715, 0.1699342429637909, -0.1355300098657608, 0.10834810882806778, 0.28418782353401184, 0.16018013656139374, 0.1383650004863739, 0.020207706838846207, -0.2527231276035309, 0.04760250449180603, 0.27178916335105896, 0.15758998692035675, 0.2206391841173172, -0.1923142373561859, 0.2756297290325165, 0.15538793802261353, 0.21621452271938324, 0.0257278960198164, -0.10590774565935135, 0.2196245938539505, 0.14931975305080414, -0.16994017362594604, 0.20867134630680084, -0.1703650951385498, -0.0508999228477478, 0.056170713156461716, -0.22227086126804352]"
5852.0,"[-0.029672110453248024, -0.018179381266236305, -0.2350831925868988, 0.029419565573334694, 0.1494174748659134, -0.06117672100663185, 0.17096677422523499, -0.02152520976960659, -0.3566880524158478, 0.13353891670703888, 0.4169422388076782, 0.05715448409318924, -0.11424769461154938, -0.14082790911197662, 0.15479063987731934, 0.2920682728290558, 0.0796707272529602, 0.2708839178085327, -0.20989133417606354, -0.004870356060564518, 0.08057072758674622, -0.10194052010774612, -0.21099753677845, 0.14278921484947205, 0.2907310426235199, -0.15599705278873444, -0.12145254015922546, 0.08723162859678268, -0.09222639352083206, 0.02867099642753601, 0.12101814150810242, -0.2485838383436203]"
5854.0,"[-0.11244574934244156, -0.08702340722084045, 0.004065609071403742, -0.013612964190542698, -0.030178390443325043, 0.23019355535507202, 0.1516803801059723, -0.2111015021800995, -0.16799643635749817, 0.06685834378004074, 0.3272513747215271, -0.12064941227436066, 0.00038655390380881727, 0.2524239420890808, 0.06261353194713593, -0.08998140692710876, -0.24358919262886047, 0.00926647987216711, -0.10973495990037918, 0.16127493977546692, -0.24971500039100647, 0.011629697866737843, -0.11184500902891159, -0.07049445807933807, 0.3656960725784302, 0.04746612161397934, 0.145987868309021, -0.4275124967098236, 0.16600222885608673, -0.1376856565475464, 0.08469968289136887, -0.2383989840745926]"
5857.0,"[-0.15192252397537231, -0.0961688682436943, -0.021343957632780075, 0.06567078828811646, 0.1895364373922348, -0.07403843849897385, 0.0756840631365776, 0.0780666396021843, -0.22378939390182495, 0.3687518537044525, 0.14675213396549225, 0.039174243807792664, -0.031328048557043076, -0.27417799830436707, 0.06672067940235138, 0.4705359935760498, -0.02177104353904724, 0.085405133664608, -0.29950740933418274, 0.024092240259051323, 0.0777856856584549, 0.21477851271629333, -0.3421242833137512, -0.08595946431159973, 0.020302681252360344, -0.050833091139793396, -0.2605917155742645, 0.11866326630115509, 0.009766901843249798, 0.10999435186386108, 0.13260257244110107, -0.09538890421390533]"
5876.0,"[-0.22812440991401672, -0.0014186076587066054, 0.209857776761055, 0.030875857919454575, 0.12419213354587555, -0.11108921468257904, 0.12711428105831146, 0.228673055768013, -0.39771950244903564, 0.012858211062848568, 0.45046937465667725, -0.12929947674274445, 0.13558785617351532, 0.21152518689632416, -0.17863772809505463, -0.14448602497577667, -0.06994576752185822, -0.00307046459056437, -0.14366525411605835, -0.059282343834638596, 0.0027633244171738625, 0.23412257432937622, -0.21968942880630493, -0.056015219539403915, 0.2893059551715851, 0.16291972994804382, 0.0478423610329628, -0.14611174166202545, 0.13458281755447388, 0.0924249067902565, 0.1305101215839386, 0.0018991065444424748]"
5879.0,"[0.07459883391857147, 0.2845039665699005, -0.12732458114624023, 0.10507860034704208, 0.15073911845684052, -0.21568776667118073, -0.06888525187969208, 0.02583369053900242, -0.25666654109954834, -0.09663063287734985, 0.45646169781684875, 0.11124376207590103, -0.10942307114601135, -0.11557183414697647, 0.11659103631973267, 0.10977751016616821, 0.1587357372045517, 0.37397319078445435, -0.09452809393405914, 0.009329814463853836, 0.06119447201490402, 0.03147517144680023, -0.0582173690199852, 0.23879405856132507, 0.3124467134475708, -0.21982048451900482, -0.10692566633224487, 0.02717604860663414, -0.022374160587787628, -0.030508920550346375, 0.2097301334142685, -0.1480003446340561]"
5881.0,"[-0.32942208647727966, -0.10044381767511368, 0.1133720800280571, -0.029246380552649498, -0.10746773332357407, 0.26928266882896423, 0.18741978704929352, -0.11741814762353897, -0.06331540644168854, 0.05383727699518204, 0.3178138732910156, 0.035603027790784836, -0.19028832018375397, 0.06275687366724014, -0.03523809462785721, -0.07621768862009048, -0.17479363083839417, 0.1500503420829773, -0.09688311070203781, 0.3374798893928528, -0.04094887152314186, 0.22992825508117676, 0.023939065635204315, -0.06976036727428436, 0.41358816623687744, 0.1674618273973465, 0.1533975899219513, -0.14259175956249237, 0.007069149054586887, 0.09034068137407303, 0.1148143783211708, -0.27864381670951843]"
5889.0,"[0.1328383833169937, 0.006818118505179882, 0.05358302965760231, -0.17509174346923828, 0.17356398701667786, 0.022510027512907982, -0.06462609022855759, 0.05984149128198624, -0.13066944479942322, 0.06937067210674286, 0.332558810710907, -0.12366389483213425, -0.0188299510627985, 0.24346759915351868, 0.13601745665073395, -0.2926923334598541, 0.026173021644353867, 0.33452513813972473, -0.13550196588039398, -0.0651201456785202, -0.10103382915258408, 0.03207153081893921, 0.002708237152546644, -0.07913848012685776, 0.406058669090271, 0.15528084337711334, 0.06849540024995804, -0.2817023992538452, -0.1380012333393097, -0.3314869701862335, -0.026150645688176155, 0.2084692269563675]"
5890.0,"[0.04117428511381149, 0.21311824023723602, 0.18611395359039307, -0.06692417711019516, 0.10727376490831375, -0.008786072954535484, -0.13287252187728882, 0.049541499465703964, -0.05230240151286125, -0.1143222525715828, 0.4504479467868805, -0.19062502682209015, 0.23132748901844025, 0.1449957937002182, -0.06392285972833633, -0.2986297011375427, 0.1894311159849167, 0.15522684156894684, -0.039092715829610825, 0.021854547783732414, 0.04338844493031502, 0.11259642243385315, 0.10701210051774979, 0.005767831578850746, 0.4641757905483246, 0.20153234899044037, 0.026681261137127876, -0.19870057702064514, 0.009626737795770168, -0.19328317046165466, -0.10334884375333786, 0.16368940472602844]"
5896.0,"[0.10972761362791061, 0.3026812672615051, -0.0052345325239002705, 0.03511098772287369, 0.07181286066770554, -0.10168687999248505, -0.08677295595407486, 0.01732642762362957, -0.2592868506908417, -0.22809714078903198, 0.46650874614715576, -0.06781661510467529, 0.009829215705394745, 0.243092879652977, -0.007634980138391256, -0.31401216983795166, 0.09594236314296722, 0.23690003156661987, 0.0436999648809433, -0.006825701333582401, -0.10438043624162674, 0.013202899135649204, 0.022519834339618683, 0.1330052614212036, 0.40645143389701843, -0.07151690870523453, 0.11757492274045944, -0.23206965625286102, 0.0633787214756012, -0.12540945410728455, 0.12730169296264648, 0.0438021756708622]"
5898.0,"[-0.32649046182632446, 0.06035173684358597, 0.11013477295637131, -0.04863212630152702, 0.24840551614761353, -0.11581417918205261, 0.12350162863731384, 0.18506011366844177, -0.29400908946990967, 0.15070845186710358, 0.37351536750793457, -0.09318128228187561, 0.2701662480831146, 0.09148456901311874, -0.11200186610221863, 0.017106514424085617, 0.038794346153736115, 0.06393672525882721, -0.2883605659008026, 0.0991688072681427, 0.13593633472919464, 0.3690465986728668, -0.15793642401695251, -0.05887112021446228, 0.20196533203125, 0.20481692254543304, -0.12125563621520996, -0.03849784657359123, 0.01892443187534809, -0.010108886286616325, 0.13411706686019897, -0.008112845942378044]"
5899.0,"[-0.16682687401771545, 0.009490350261330605, 0.11218398809432983, -0.08187565952539444, -0.08085261285305023, 0.21796119213104248, 0.09884572774171829, -0.10101652890443802, -0.13066466152668, -0.1316157728433609, 0.34948816895484924, -0.01713397726416588, -0.06914374977350235, 0.18902933597564697, -0.13164062798023224, -0.2993163466453552, -0.15314079821109772, 0.11095689237117767, 0.02599889226257801, 0.19808173179626465, -0.15825964510440826, 0.12051836401224136, 0.1339791864156723, -0.019630977883934975, 0.48674678802490234, 0.20987938344478607, 0.2367667406797409, -0.2645329236984253, 0.01493645180016756, -0.00943866278976202, 0.05561899021267891, -0.1746731400489807]"
5900.0,"[-0.3373588025569916, -0.11894487589597702, 0.045213937759399414, 0.19185811281204224, 0.0011092911008745432, 0.14233121275901794, 0.13547593355178833, -0.22938410937786102, 0.12938560545444489, 0.06571322679519653, 0.269858181476593, 0.2236335426568985, -0.13874773681163788, -0.14016301929950714, 0.02814856730401516, 0.035411834716796875, -0.0006610106793232262, 0.1361796259880066, -0.11603245884180069, 0.20258785784244537, 0.08459882438182831, 0.12233297526836395, 0.0444464348256588, -0.06362072378396988, 0.5563060641288757, 0.1512918919324875, 0.08012420684099197, 0.03917534649372101, -0.0676414892077446, 0.15064428746700287, 0.052550308406353, -0.29252851009368896]"
5902.0,"[0.04603275656700134, -0.09860343486070633, 0.45676642656326294, -0.022329334169626236, 0.04840437322854996, -0.14703401923179626, -0.07788657397031784, 0.06577036529779434, 0.11310909688472748, -0.11517219245433807, 0.3491153120994568, -0.19818077981472015, 0.11542612314224243, 0.16681726276874542, 0.30662527680397034, -0.22121714055538177, -0.1967044472694397, 0.16352058947086334, 0.019257185980677605, -0.09663974493741989, 0.11359997093677521, 0.09976466000080109, 0.14204685389995575, -0.005841916427016258, 0.4020771086215973, -0.09325473755598068, 0.1126832664012909, -0.20645390450954437, 0.15964411199092865, -0.013088945299386978, 0.030489372089505196, 0.053533196449279785]"
5915.0,"[0.12914323806762695, -0.14452363550662994, 0.033184297382831573, 0.23493166267871857, 0.12596286833286285, -0.05377551168203354, -0.04527143016457558, 0.02776985429227352, 0.018687603995203972, 0.11536479741334915, 0.35195332765579224, 0.11201560497283936, -0.2543870210647583, -0.04962916672229767, 0.02406303957104683, -0.0384017676115036, 0.03442739322781563, 0.3231019079685211, -0.10107114166021347, -0.08079352229833603, -0.007277314551174641, -0.11101315915584564, -0.1833411604166031, -0.08434947580099106, 0.5887598395347595, -0.01767779514193535, 0.1655658632516861, 0.0405556745827198, -0.26652392745018005, -0.10973959416151047, -9.941233292920515e-05, 0.17533180117607117]"
5916.0,"[-0.009834171272814274, 0.007327353116124868, -0.015592911280691624, 0.004187139682471752, 0.3385171890258789, 0.009247302077710629, -0.026997165754437447, -0.1881324052810669, -0.03642207384109497, 0.268932580947876, 0.35698026418685913, -0.13544818758964539, 0.4177042841911316, 0.06253140419721603, 0.1214241087436676, 0.09547891467809677, 0.024275753647089005, 0.05390646308660507, -0.29275259375572205, 0.07031898945569992, -0.09123367071151733, 0.11485260725021362, -0.13548636436462402, -0.046329814940690994, 0.29175281524658203, 0.03703239932656288, -0.19205006957054138, -0.21205128729343414, 0.06561509519815445, -0.3236183226108551, -0.03023216873407364, -0.11250568926334381]"
5917.0,"[0.16356128454208374, 0.045917853713035583, 0.09290492534637451, -0.0805424302816391, 0.2391073852777481, -0.21926724910736084, 0.014217710122466087, 0.2655790150165558, 0.27068546414375305, -0.19873623549938202, 0.264657586812973, -0.021873261779546738, -0.052416492253541946, -0.07193899154663086, -0.007944170385599136, -0.01171816885471344, 0.01606607437133789, 0.17737706005573273, -0.19260036945343018, -0.12748810648918152, 0.258463978767395, 0.03764801099896431, 0.048125140368938446, -0.03773827478289604, 0.430478572845459, 0.2425728291273117, -0.033585019409656525, -0.16291752457618713, 0.1287412941455841, -0.3192966878414154, 0.06253303587436676, -0.1932239979505539]"
5919.0,"[-0.024061834439635277, 0.03539544716477394, 0.030296986922621727, -0.21205128729343414, 0.26823940873146057, -0.07346279174089432, 0.00276828627102077, -0.0807705894112587, -0.20052461326122284, 0.1740839183330536, 0.33010923862457275, -0.1285122185945511, 0.3496338427066803, 0.019723469391465187, 0.14220568537712097, -0.05582757294178009, 0.07330315560102463, 0.13034239411354065, -0.40937623381614685, -0.03160278871655464, 0.09234614670276642, 0.11524607241153717, 0.010414773598313332, 0.08468325436115265, 0.3518136441707611, 0.2565505802631378, -0.20704367756843567, -0.09429202228784561, -0.1170981228351593, -0.14397183060646057, -0.1690283566713333, -0.04505658522248268]"
5922.0,"[-0.14189808070659637, 0.05003855377435684, -0.2243863046169281, 0.12268311530351639, 0.29214417934417725, -0.030758675187826157, 0.06936617940664291, -0.19857603311538696, -0.012458112090826035, 0.2577529549598694, 0.2706236243247986, 0.025945156812667847, 0.3094162940979004, -0.146722212433815, 0.23135633766651154, 0.2480250597000122, 0.1896575391292572, 0.04615349695086479, -0.2626204788684845, -0.03871765732765198, 0.19266214966773987, -0.054390013217926025, -0.041102297604084015, -0.08418995887041092, 0.4191373586654663, 0.13042454421520233, -0.1689881682395935, -0.02014746516942978, -0.04375439137220383, -0.1519830822944641, -0.0672280341386795, -0.0025841083843261003]"
5923.0,"[0.09466305375099182, 0.26676732301712036, 0.05651760473847389, -0.09162166714668274, 0.1606234312057495, -0.010972084477543831, -0.12438227981328964, 0.09789162129163742, -0.0538426898419857, -0.10859411209821701, 0.3726842701435089, 0.028035759925842285, -0.11862438172101974, 0.05030636489391327, 0.21858754754066467, -0.15087395906448364, 0.3095630407333374, 0.48001283407211304, 0.02084900625050068, -0.08255714178085327, 0.10806097835302353, 0.10473962128162384, 0.11212819814682007, -0.016010945662856102, 0.3414551615715027, 0.017448637634515762, -0.12815356254577637, -0.18884959816932678, 0.10320287942886353, -0.1990613043308258, 0.16584116220474243, 0.007904333993792534]"
5924.0,"[-0.09428524971008301, -0.18883076310157776, -0.02778136171400547, 0.3176320791244507, 0.28908681869506836, -0.119697704911232, 0.02615300565958023, -0.12692463397979736, 0.13179127871990204, 0.26147040724754333, 0.3436145484447479, 0.07516931742429733, 0.16665174067020416, -0.19109787046909332, 0.06626018136739731, 0.35088518261909485, 0.023567333817481995, 0.11995097249746323, -0.04263799637556076, 0.12496374547481537, -0.003157880390062928, 0.07293321937322617, -0.20424121618270874, -0.06828000396490097, 0.31533119082450867, -0.2716143727302551, -0.08091467618942261, 0.16676713526248932, -0.04154522344470024, -0.10226038098335266, 0.15700295567512512, -0.09672816097736359]"
5925.0,"[0.029797649011015892, -0.25595661997795105, 0.21800106763839722, -0.009751650504767895, 0.06254483759403229, -0.11623137444257736, -0.03063873201608658, 0.026604657992720604, -0.10838975757360458, 0.25014394521713257, 0.22885087132453918, 0.009017856791615486, -0.09805294126272202, -0.13315512239933014, 0.46607905626296997, 0.21576108038425446, -0.35319411754608154, 0.27112293243408203, -0.2386234849691391, -0.12604683637619019, 0.06385362148284912, 0.017609668895602226, -0.14122456312179565, 0.08550504595041275, 0.284374475479126, -0.19526593387126923, -0.06660950928926468, -0.039690546691417694, -0.1314692497253418, 0.05053814500570297, 0.033639829605817795, 0.01742567867040634]"
5927.0,"[0.09363514930009842, 0.03314845636487007, 0.06658624857664108, 0.046424318104982376, 0.2737247347831726, -0.2632494270801544, 0.007866769097745419, 0.20221836864948273, 0.2073427140712738, -0.10817787796258926, 0.29893746972084045, 0.10119567066431046, -0.07041434943675995, -0.22007344663143158, -0.010062449611723423, 0.12110557407140732, 0.023215703666210175, 0.2068626433610916, -0.2552458345890045, -0.12691792845726013, 0.24962013959884644, 0.05588630214333534, -0.013551282696425915, 0.011220109649002552, 0.4754953682422638, 0.2090635597705841, -0.08459989726543427, -0.026044614613056183, 0.030411992222070694, -0.20464856922626495, 0.06735613197088242, -0.2461598813533783]"
5928.0,"[-0.1874041110277176, -0.006416054908186197, 0.14538630843162537, 0.06338413804769516, -0.09307365864515305, 0.1103207990527153, 0.06673622876405716, -0.14497864246368408, -0.09013423323631287, -0.13543052971363068, 0.4057086110115051, -0.04407989978790283, -0.11038916558027267, 0.09813276678323746, -0.06432528793811798, -0.2634051442146301, -0.03351924568414688, 0.09975718706846237, 0.04937267675995827, 0.13906541466712952, -0.08069105446338654, 0.10115041583776474, 0.15486550331115723, -0.06872106343507767, 0.6149879693984985, 0.18991701304912567, 0.2640259265899658, -0.15756581723690033, 0.020829590037465096, 0.12086235731840134, 0.00021859799744561315, -0.053635124117136]"
5937.0,"[0.01701938733458519, -0.00939937587827444, 0.38979092240333557, -0.026432879269123077, 0.05670010298490524, -0.09913421422243118, -0.06953378766775131, 0.06658843159675598, 0.09962093830108643, -0.15524525940418243, 0.3472699224948883, -0.21631081402301788, 0.15307874977588654, 0.2729489803314209, 0.20713627338409424, -0.31905484199523926, -0.12762445211410522, 0.13536639511585236, 0.04402129724621773, -0.04684770107269287, 0.07255911082029343, 0.10967140644788742, 0.1506633460521698, -0.042412325739860535, 0.3950689435005188, -0.033395711332559586, 0.1536281555891037, -0.2648862600326538, 0.17648430168628693, -0.09541147947311401, 0.051137298345565796, 0.07915255427360535]"
5951.0,"[-0.18158267438411713, 0.04975520074367523, -0.11985397338867188, 0.07806306332349777, 0.02250087819993496, 0.05888328701257706, 0.10313925892114639, -0.14855709671974182, -0.2296273559331894, -0.000836755323689431, 0.436757892370224, 0.16298706829547882, -0.2394651174545288, -0.08536352962255478, 0.09917206317186356, 0.07859732955694199, 0.007776100188493729, 0.34071841835975647, -0.041578251868486404, 0.2354971021413803, -0.029276452958583832, 0.09809712320566177, 0.029872164130210876, 0.08797231316566467, 0.427976131439209, -0.10708659887313843, 0.050842221826314926, 0.03305968642234802, -0.07975432276725769, 0.10680262744426727, 0.21697087585926056, -0.3179881274700165]"
5953.0,"[-0.13101986050605774, -0.20589579641819, -0.007790952920913696, 0.29335838556289673, 0.2158370167016983, -0.14323753118515015, 0.04032992199063301, -0.06555508077144623, 0.0813739076256752, 0.25680699944496155, 0.25169602036476135, 0.1591511368751526, 0.006296411156654358, -0.34000828862190247, 0.11037272214889526, 0.35503286123275757, 0.10193374752998352, 0.1612379401922226, -0.12227524816989899, 0.006244230084121227, 0.1505088210105896, 0.0582461878657341, -0.1586551070213318, -0.06287343800067902, 0.3352791368961334, -0.1146184504032135, -0.11110933125019073, 0.29220032691955566, -0.14490221440792084, 0.10828541964292526, 0.04961513727903366, -0.034037765115499496]"
5955.0,"[0.041300684213638306, 0.2023865282535553, 0.25075289607048035, 0.3026066720485687, -0.044659603387117386, 0.05070295184850693, -0.18592055141925812, -0.22991375625133514, 0.01762906089425087, 0.03484038636088371, 0.25910669565200806, -0.02184647135436535, -0.007087234407663345, 0.12884913384914398, 0.0653146430850029, -0.0943988636136055, -0.04354427754878998, -0.05874521657824516, -0.26267293095588684, -0.06622026115655899, -0.15066714584827423, -0.0012577762827277184, -0.2768186926841736, 0.008527406491339207, 0.3432673215866089, -0.012951487675309181, -0.033056654036045074, -0.4235307276248932, 0.30011793971061707, -0.05763009935617447, -0.061477649956941605, -0.19532252848148346]"
5956.0,"[-0.032708052545785904, -0.05194734036922455, 0.09543188661336899, 0.10898067057132721, 0.08092682808637619, -0.13431163132190704, 0.12414534389972687, 0.032563187181949615, -0.4379538297653198, 0.001634413143619895, 0.48768341541290283, -0.1947801262140274, -0.016845783218741417, 0.10827665030956268, -0.06990189105272293, -0.14350289106369019, 0.04970478639006615, 0.026214832440018654, -0.21326741576194763, -0.13161295652389526, 0.02606460265815258, -0.018360435962677002, -0.19539077579975128, -0.06468281894922256, 0.4721105992794037, 0.16025705635547638, 0.17114116251468658, -0.05649695172905922, 0.06724220514297485, 0.16670887172222137, -0.03907708823680878, 0.06989913433790207]"
