movieId,title,year,overview,genres
6936,Ben X,2007.0,"Harassed by bullies because of his mild autism, teen Ben (Greg Timmermans) finds refuge in an online computer game, which leads him to his virtual dream girl, Scarlite (Laura Verlinden). Together, the odd couple seeks revenge against Ben's tormentors. Director Nic Balthazar's beguiling mix of kitchen-sink drama and full-blown fantasy was Belgium's Oscar submission for Best Foreign Language Film.",Drama
6945,Miracle on Ice,1981.0,"Hockey coach Herb Brooks leads Mike Eruzione, Jim Craig and team to a gold medal in the 1980 Olympics.",Drama|Family
6947,The Village,2004.0,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",Drama|Mystery|Thriller
6948,The Woods,2006.0,"Set in 1965 New England, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her estranged parents.",Mystery|Horror|Thriller
6949,"What's Up, Doc?",1972.0,"Two researchers have come to San Francisco to compete for a research grant in Music. One seems a bit distracted, and that was before he meets her. A strange woman seems to have devoted her life to confusing and embarrassing him. At the same time a woman has her jewels stolen and a government whistle blower arrives with his stolen top secret papers. All, of course have the same style and color overnight bag.",Comedy|Romance
6950,Outbreak,1995.0,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",Action|Drama|Science Fiction|Thriller
6951,Turner & Hooch,1989.0,"Scott Turner has 3 days left in the local police department before he moves to a bigger city to get some ""real"" cases, not just misdemeanors. Then Amos Reed is murdered, and Scott Turner sets himself on the case. The closest thing to a witness in the case is Amos Reed's dog, Hooch, which Scott Turner has to take care of if it's going to avoid being ""put to sleep"".",Action|Comedy|Thriller|Crime|Family
6957,The 40 Year Old Virgin,2005.0,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",Comedy|Romance
6961,The Wedding Date,2005.0,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.",Comedy|Romance
6962,Das Jesus Video,2002.0,"STEFFEN VOGT, aged around 25, is helping out at a German archeological excavation in Israel when he finds a 2,000-year-old skeleton holding the instructions for a video camera dating from the year 2003. The bones also show traces of the present day. His theory of a time-traveler who made a video of Jesus is laughed at by everyone, however, including SHARON, an attractive Israeli woman he adores. Although no one appears to believe him, his find certainly seems to have generated interest: Steffen is attacked shortly afterwards in his hotel room by strange men; then he discovers that the German embassy and the secret service are after him; and when his friend DAN is murdered, he goes into hiding.",Adventure
6963,The Weather Man,2005.0,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",Comedy|Drama
6964,Something's Gotta Give,2003.0,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",Drama|Comedy|Romance
6967,Die weisse Massai,2005.0,"A girl, Carola, whose vacation in Kenya takes an interesting turn when she becomes infatuated with a Masai. Carola decides to leave her boyfriend to stay with her lover. There, she has to adapt to the Masai's way of life and get used to their food which includes milk mixed with blood. She also has to face her husband's attitude towards women and what he expects from a wife. Nonetheless, Carola is welcomed warmly into the tribe she has chosen to join.",Drama
6968,Der Baader Meinhof Komplex,2008.0,"Der Baader Meinhof Komplex depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on Die Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin.",Action|Crime|Drama|History|Thriller
6970,Welcome to Woop Woop,1998.0,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,Music|Comedy|Fantasy|Adventure
6973,In the Valley of Elah,2007.0,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.,History|Drama|Thriller|Crime|Mystery
6974,The Angry Red Planet,1959.0,The first manned flight to Mars returns after having been out of communications since it had arrived on Mars. What would it reveal?,Adventure|Science Fiction
6976,Whoever Slew Auntie Roo?,1971.0,"A demented widow lures unsuspecting children into her mansion in a bizarre ""Hansel and Gretel"" twist.",Horror|Thriller
6977,No Country for Old Men,2007.0,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",Crime|Drama|Thriller
6978,Big Trouble in Little China,1986.0,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",Action|Adventure|Comedy|Fantasy
6980,Horse Sense,1999.0,After treating his rancher cousin shoddily in L.A. Michael Woods is sentenced by his parents to spending a month on the ranch with his cousin and aunt.,Drama
6984,Home Movies,1980.0,A cult guru urges a shy disciple to make life a movie and be its star.,Comedy
7006,White Noise 2: The Light,2007.0,"A man's family brought back from the verge of death, he then discovers he can identify people who are about to die.",Thriller|Drama|Horror|Fantasy
7007,Rising Sun,1993.0,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",Action|Drama|Thriller
7008,The Wilby Conspiracy,1975.0,"Having spent 10 years in prison for nationalist activities, Shack Twala is finally ordered released by the South African Supreme Court but he finds himself almost immediately on the run after a run-in with the police. Assisted by his lawyer Rina Van Niekirk and visiting British engineer Jim Keogh, he heads for Capetown where he hopes to recover a stash of diamonds, meant to finance revolutionary activities, that he had entrusted to a dentist before his incarceration. Along the way, they are followed by Major Horn of the South African State security bureau and it becomes apparent that he has no intention of arresting them until they reach their final destination",Action|Adventure|Drama|Thriller
7010,The Wild Geese,1978.0,"A British multinational company seeks to overthrow a vicious dictator in central Africa. It hires a band of (largely aged) mercenaries in London and sends them in to save the virtuous but imprisoned opposition leader who is also critically ill and due for execution. Just when the team has performed a perfect rescue, the multinational does a deal with the vicious dictator leaving the mercenary band to escape under their own steam and exact revenge.",Action|Thriller|War
7011,Joey,1985.0,"A nine year old boy named Joey, who after the tragic death of his father, begins to experience psychic powers such as allowing him to move inanimate objects with his mind, set things on fire, and even communicate with his dead father. However, not everything is good for Joey as his newly gained powers accidentally awake an evil supernatural force that is contained inside the body of an old ventriloquist's dummy that Joey found in an abandoned house. The supernatural Dummy shows similar powers to Joey's, and soon he puts the lives of everyone near Joey in danger as the evil Dummy has dark plans for Joey's special powers.",Science Fiction|Fantasy|Horror|Adventure
7012,The Day After,1983.0,"The film portrays a fictional nuclear war between NATO forces and the Warsaw Pact that rapidly escalates into a full scale exchange between the United States and the Soviet Union, focusing on the residents of Lawrence, Kansas, and Kansas City, Missouri, as well as several family farms situated next to nearby nuclear missile silos.",TV Movie|Science Fiction|Drama
7014,Themroc,1973.0,"Made without proper language, just gibberish and grunts, ""Themroc"" is an absurdist comedy about a man who rejects every facet of normal bourgeois life and turns his apartment into a virtual cave.",Comedy
7015,American Heart,1992.0,"Jack is now out of jail and he meets Nick, his adolescent son. Their relationship will be complicated, because Jack has a problem with alcohol. But his love for Nick will help him to get over the past and reach his dreams.",Crime|Drama
7085,Winnetou III,1965.0,"Rollins' gang wants to grab land by inciting the settlers in a war against the Indians but Winnetou and Old Shatterhand try to keep the peace, until Rollins frames Winnetou up for the murder of Jicarilla Chief's son.",Adventure|Western
7088,Christmas in Boston,2005.0,Gina and Seth have been pen pals for 13 years and now will have the chance to meet. Both used their best friends pictures to send to each other and now will let their friends meet. True love is found in the end for all.,Comedy|Drama|Romance
7090,Ken Park,2002.0,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",Drama
7091,Vampire's Kiss,1988.0,"A publishing executive is visited and bitten by a vampire and starts exhibiting erratic behavior. He pushes his secretary to extremes as he tries to come to terms with his affliction. The vampire continues to visit and drink his blood, and as his madness deepens, it begins to look as if some of the events he's experiencing may be hallucinations.",Comedy|Horror
7092,Van Helsing: The London Assignment,2004.0,"It tells of the events before the film, in which monster hunter Gabriel Van Helsing travels to London to investigate a series of horrific, and decidedly supernatural murders, being committed by the mad scientist Dr. Jekyll, in the form of his evil alter-ego, Mr. Hyde.",Action|Animation|Fantasy|Horror
7093,Vatel,2000.0,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?",History|Drama|Romance
7095,Jack,1996.0,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",Comedy|Drama|Science Fiction
7096,Merlin,1998.0,The legendary wizard tells his story of his war against Queen Mab of the Sidhe and his creation of Camelot.,Adventure|Drama|Fantasy
7131,Van Helsing,2004.0,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,Horror|Adventure|Action
7182,Venom,2005.0,"Venom is a fright-filled voodoo thriller loaded with a sizzling cast of the screen's hottest young stars. Set deep in the eerie swamps of southern Louisiana - Agnes Bruckner (Murder By Numbers), Jonathan Jackson (Tuck Everlasting) and Meagan Good (Roll Bounce) are among a group of teenagers trying to uncover the truth behind a friend's mysterious death. What they find is an evil force more deadly than anyone could have imagined ... now they are running for their lives!",Horror|Thriller
7183,Perfect Stranger,2007.0,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",Crime|Drama|Mystery|Thriller
7191,Cloverfield,2008.0,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",Action|Thriller|Science Fiction
7210,Hardcover,2008.0,No overview found.,Comedy
7211,Dan in Real Life,2007.0,"Advice columnist, Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.",Comedy|Romance|Drama
7214,Coach Carter,2005.0,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",Drama
7216,Zombi Holocaust,1980.0,"The members of an expedition in search for the last faithful of Kito, the cannibal god, land on a small island in the Moluccas (East Indies). They are soon hunted by cannibals and zombies created by the sinister Doctor O'Brien, who is experimenting with both corpses and living humans. Susan, a sexy lady in the expedition team, eventually gets the upper hand. She gains acceptance with the natives as queen of the cannibals and directs them against the mad scientist with his army of zombies.",Horror
7219,Zombi 2,1979.0,"A zombie is found aboard a boat off the New York coast which belongs to a famous scientist. A journalist travels to the Antilles with the daughter of the scientist. They discover a terrifying disease which is turning the islanders into horrifying zombies, who devour human flesh and seem indestructible....",Horror
7220,The Punisher,2004.0,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",Action|Crime|Drama
7227,Airport '77,1977.0,Flight 23 has crashed in the Bermuda Triangle while taking VIPs and valuable art to Philip Stevens new museum. But when hijackers take off the plane and knock everyone out with sleeping gas the plane crashes in the sea. The passengers survive but a small hole at the front is flooding the plane and 2 daring rescues must be put into action because everyone is trapped 200 feet underwater.,Action|Adventure|Drama|Thriller
7229,Tais-toi !,2003.0,"After hiding his loot and getting thrown in jail, Ruby, a brooding outlaw encounters Quentin, a dim-witted and garrulous giant who befriends him. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money.",Comedy|Crime
7234,Wizards of the Lost Kingdom,1985.0,"Simon, son of the king, must flee when the empire is overthrown by the evil Shurka. Schooled in the arts of magic, he must find the Ring of Magic and the Sword of Power and defeated the wizard who killed his father. He is joined in his quest by the swordmaster Kor, his faithful protector Gulfax, and the Forest Wizard Hurla",Action|Adventure|Fantasy
7237,Wizards of the Lost Kingdom II,1989.0,No overview found.,Action|Fantasy
7249,Futurama: Bender's Big Score,2007.0,"The Planet Express crew return from cancellation, only to be robbed blind by hideous ""sprunging"" scam artists.  Things go from bad to worse when the scammers hack Bender, start traveling through time, and take Earth over entirely!  Will the crew be able to save the day, or will Bender's larcenous tendencies and their general incompetence doom them all?",Animation|Comedy|Science Fiction
7269,Space Raiders,1983.0,"A futuristic, sensitive tale of adventure and confrontation when a 10 year old boy is accidentally kidnapped by a spaceship filled with a motley crew of space pirates.",Action|Adventure|Science Fiction
7270,Matchstick Men,2003.0,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,Comedy|Drama|Crime|Thriller
7274,La León,2007.0,"Deep in the lush river jungles of Argentina, Alvaro lives a solitary existence fishing and harvesting reeds. What sets him apart from the rest of his village is that he is gay. There are no other gay men in his world, his only means of expression is with the occasional outsider who passes through. Most of these men come via the river taxi El León, whose captain El Turu is a mean man with a homophobic streak and a secret.  When illegal loggers appear in the jungle El Turu accuses Alvaro of aiding them, a dispute which leads both men towards confrontation.",Drama
7278,Meet the Spartans,2008.0,"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,",Comedy
7288,Duplex,2003.0,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",Action|Comedy|Thriller
7290,2001: A Space Travesty,2000.0,"Leslie Nielsen once again plays a bumbling detective in the vein of the 'Naked Gun' movies, but this time as Marshall Richard 'Dick' Dix. When odd reports are received through official channels stating that the President of the United States is being held captive on a secret international moon base called Vegan and that he has been replaced on Earth by a clone, the US Marshall Service immediately sends their 'best' man, Dix, on the mission. Dix travels to Vegan to rescue the president, but is quickly duped and ends up returning to Earth where he installs the clone-president and removes the real one. The bumbling Dix must then find a way to restore the real president before aliens take over the Earth, and restore in himself a belief in truth, justice and the American way.",Comedy|Science Fiction
7291,36 Quai des Orfèvres,2004.0,"The Film takes place in Paris,where two cops are competing for the vacant seat of chief of police while in the middle of a search for a gang of violent thieves. The movie is directed by Olivier Marchal,a former police officer who spent 12 years with the french police before creating this story,which in part is taken from real facts that happened during the 1980's in France.",Crime|Drama|Thriller
7294,Mies vailla menneisyyttä,2002.0,"The second part of Aki Kaurismäki's ""Finland"" trilogy, the film follows a man who arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or anything from his past life, he cannot get a job or an apartment, so he starts living on the outskirts of the city and slowly starts putting his life back on track.",Romance|Comedy|Drama
7298,One Way,2006.0,"To cover up his infidelities and protect his upcoming marriage, a star advertiser helps free an accused rapist by giving a false alibi and suffers the brutal revenge of the victim.",Crime|Foreign|Mystery|Thriller
7299,Equilibrium,2002.0,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",Action|Science Fiction|Thriller
7300,One Fine Day,1996.0,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",Comedy|Romance
7301,Lonesome Jim,2005.0,"Failing to make it on his own, 27-year-old Jim moves back in with his parents and deals with crippling family obligations.",Comedy|Drama|Romance
7303,Maid in Manhattan,2002.0,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",Comedy|Drama|Romance
7304,Running Scared,2006.0,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.",Action|Crime|Drama|Thriller
7305,Alive,1993.0,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",Action|Adventure|Drama|Thriller
7326,Juno,2007.0,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",Comedy|Drama|Romance
7340,Carrie,1976.0,"Carrie may be ostracized, but the shy teen has the ability to move objects with her mind. So when the high school ""in crowd"" torments her with a sick joke at the prom, she lashes out with devastating -- and deadly -- power.",Horror|Thriller
7341,The Rage: Carrie 2,1999.0,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",Horror|Thriller|Science Fiction
7342,Carrie,2002.0,"Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.",TV Movie|Drama|Horror
7343,Cidade dos Homens,2007.0,"Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas.",Drama
7344,Absurdistan,2008.0,"An allegorical comedy centered on two childhood sweethearts who seem destined for one another until the women of their isolated village, angered by male indifference toward the water shortage, go on a sex strike that threatens the young couple's first night of love.",Comedy|Romance
7345,There Will Be Blood,2007.0,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",Drama
7346,文雀,2008.0,"Kei (Simon Yam) is the experienced leader of a team of pickpockets — also known as ""Sparrows"" in HK slang. He enjoys a carefree lifestyle taking photos. One day a dashing beauty, Chun-Lei (Kelly Lin), suddenly appears in Kei's viewfinder. Kei is mesmerized. But behind Chun-Lei's attractive facade lies a mysterious past and a mission to set herself free.",Thriller
7347,Tropa de Elite,2007.0,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",Drama|Action|Crime
7348,Robinson Crusoe on Mars,1964.0,"Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food on the lifeless planet.",Drama|Science Fiction
7351,Julia,2008.0,An alcoholic becomes involved in a fellow A.A. member's plan to kidnap her young son from the boy's wealthy grandfather.,Drama
7353,Fireflies in the Garden,2008.0,The semi-autobiographical story centers on the complexities of love and commitment in a family torn apart when faced by an unexpected tragedy.,Drama
7364,Sahara,2005.0,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",Action|Adventure|Comedy|Drama|Mystery
7392,"Ilsa, Harem Keeper of the Oil Sheiks",1976.0,Ilsa works for an Arab sheik who enjoys importing females to use as sex slaves.,Action|Horror
7442,Sleeping with the Enemy,1991.0,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",Drama|Crime|Thriller
7443,Chicken Run,2000.0,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",Animation|Comedy|Family
7445,Brothers,2009.0,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",Drama|Thriller|War
7446,Tropic Thunder,2008.0,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",Action|Comedy
7450,Titan A.E.,2000.0,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Dredge are bent on mankind's destruction.",Animation|Action|Science Fiction|Family|Adventure
7451,xXx,2002.0,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",Action|Adventure|Thriller
7453,The Hitchhiker's Guide to the Galaxy,2005.0,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",Adventure|Comedy|Family|Science Fiction
7454,The Bunker,2001.0,"In 1944, in the Belgian - German border, seven German soldiers survive an American attack in the front and lock themselves in a bunker to protect the position. Under siege by the enemy and with little ammunition, they decide to explore underground tunnels to seek supplies and find an escape route. While in the tunnel, weird things happen with the group.",Action|History|Horror
7456,Die Wolke,2006.0,DIE WOLKE (The Cloud) is about a breakdown of a nuclear power station in Germany and the story of two teenager-lovers Hannah and Elmar who take refuge. 38.000 people die and Hannah unfortunately becomes contaminated.,Science Fiction|Thriller
7457,Alpha Dog,2006.0,"Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'",Crime|Drama
7459,Speed Racer,2008.0,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",Action|Family|Science Fiction
7484,Open Season,2006.0,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",Adventure|Animation|Family
7485,Shooter,2007.0,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",Action|Drama|Mystery|Thriller|Crime
7837,The Time Shifters,1999.0,"Tom Merrick (Van Dien) works as a TV reporter when he's nearly killed in an accident while informing about a fire in the Evanston power plant. The sight of a creepy-looking man leaving the place accidentally saves his life, when he was meant to be killed with his crew.",Science Fiction|Thriller|Action
7839,Wedding Daze,2006.0,"After losing the woman of his dreams, Anderson is convinced he'll never fall in love again. But at the urging of his best friend, he spontaneously proposes to a dissatisfied waitress named Katie and an innocent dare evolves into the kind of love that both have been looking for all along.",Comedy
7840,"10,000 BC",2008.0,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,Adventure|Action|Drama|Fantasy
7913,Rang De Basanti,2006.0,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",Drama
7916,Far Cry,2008.0,"Jack Carver, a former member of the Special Forces takes the journalist Valerie Cardinal to an Island to visit her uncle Max who is working in a Military complex on the Island. As they arrive Valerie gets captured by the minions of Doctor Krüger. After the destruction of his boat Jack finds out about the true purpose of the Facilities on the Island, which is the creation of genetic soldiers.",Action|Science Fiction|Thriller
7942,Run Fatboy Run,2007.0,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",Comedy|Romance
7944,Shine a Light,2008.0,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.",Documentary|Music
7979,The Kite Runner,2007.0,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",Drama
7980,The Lovely Bones,2009.0,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",Fantasy|Drama
7983,Tiefland,1954.0,Set in the early part of 20th century Europe. There lived a dancer who becomes the romantic bone of contention between a humble shepherd and an imperious marquis.,Drama
7984,In the Name of the Father,1993.0,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",Drama
7985,Penelope,2006.0,"Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soul mate when she's sequestered inside her family's estate with only her parents to keep her company. This untraditional fairy tale about a girl who bucks convention to create her own happy ending.",Fantasy|Comedy|Romance
